,loss,accuracy,val_loss,val_accuracy
0,0.4363900125026703,0.7901041507720947,0.4109089970588684,0.796875
1,0.46189406514167786,0.7906098365783691,0.40617436170578003,0.8046875
2,0.4442629814147949,0.7927684783935547,0.41042590141296387,0.8125
3,0.46252888441085815,0.787371814250946,0.4166683256626129,0.8046875
4,0.4487570822238922,0.7825148701667786,0.40136605501174927,0.796875
5,0.4456702470779419,0.7997841238975525,0.3918590843677521,0.8203125
6,0.44909101724624634,0.7733405232429504,0.38582977652549744,0.796875
7,0.4512683153152466,0.7868321537971497,0.3954365849494934,0.796875
8,0.458148330450058,0.8046411275863647,0.38856005668640137,0.8046875
9,0.43907827138900757,0.7868321537971497,0.39053434133529663,0.7890625
10,0.4409247934818268,0.7987048029899597,0.3880310654640198,0.8203125
11,0.4495154023170471,0.7960065007209778,0.3865041136741638,0.8046875
12,0.44567984342575073,0.7879114747047424,0.38110047578811646,0.8125
13,0.44863736629486084,0.7976254820823669,0.3887840807437897,0.7890625
14,0.42419204115867615,0.7997841238975525,0.3697449564933777,0.8203125
