,loss,accuracy,val_loss,val_accuracy
0,0.4821217358112335,0.8817708492279053,29.050256729125977,0.8515625
1,0.20871601998806,0.9050188660621643,327.01422119140625,0.7890625
2,0.20507259666919708,0.922288179397583,25022.6328125,0.4921875
3,0.15793544054031372,0.9400971531867981,10861.181640625,0.5078125
4,0.1578907072544098,0.9519698023796082,3719.18115234375,0.5625
5,0.12099004536867142,0.9492714405059814,325.230712890625,0.7734375
6,0.09065103530883789,0.970858097076416,61.570777893066406,0.828125
7,0.11135755479335785,0.9600647687911987,4.819698810577393,0.859375
8,0.1081150472164154,0.9595251083374023,36.377098083496094,0.8671875
9,0.11951576173305511,0.9638423919677734,80.40352630615234,0.7578125
10,0.11171016097068787,0.9600647687911987,796.4400634765625,0.6171875
11,0.07888605445623398,0.9730167388916016,22.73817253112793,0.875
12,0.05176655948162079,0.9821910262107849,0.14848968386650085,0.953125
13,0.0609755739569664,0.9757150411605835,0.14472918212413788,0.9453125
14,0.0653311014175415,0.979492723941803,0.06805932521820068,0.9765625
15,0.04917585477232933,0.9827306866645813,0.14509497582912445,0.9453125
16,0.07356896251440048,0.9765625,0.29609569907188416,0.953125
17,0.07221411913633347,0.9740960597991943,1.0653009414672852,0.921875
18,0.08522278070449829,0.973556399345398,37.385032653808594,0.8125
19,0.0563095398247242,0.9751753807067871,1.1166902780532837,0.90625
20,0.047322582453489304,0.9811117053031921,0.29018843173980713,0.953125
21,0.057867005467414856,0.9821910262107849,0.13430671393871307,0.953125
22,0.040407806634902954,0.985429048538208,0.1553739756345749,0.96875
23,0.06611328572034836,0.9773340821266174,0.14896582067012787,0.953125
24,0.04657264053821564,0.9848893880844116,0.6149425506591797,0.921875
25,0.050356920808553696,0.9821910262107849,0.6176549196243286,0.921875
26,0.04101729020476341,0.9859687089920044,0.3395371437072754,0.9375
27,0.036179494112730026,0.9897463321685791,0.34891727566719055,0.9375
28,0.03313075751066208,0.9865083694458008,0.7525714635848999,0.8671875
29,0.019499417394399643,0.9935240149497986,0.4535619616508484,0.9296875
30,0.02183910273015499,0.9919050335884094,0.6951421499252319,0.9296875
31,0.04268305376172066,0.9875876903533936,1.113950490951538,0.890625
32,0.0597757026553154,0.9786458611488342,0.11235175281763077,0.96875
33,0.020871378481388092,0.9929843544960022,0.2035633772611618,0.953125
34,0.01778370887041092,0.9908257126808167,0.0841202437877655,0.984375
35,0.032225511968135834,0.9902860522270203,0.12593357264995575,0.984375
36,0.024149714037775993,0.9935240149497986,0.44505882263183594,0.953125
37,0.03487493470311165,0.985429048538208,0.887897789478302,0.90625
38,0.034579601138830185,0.9902860522270203,0.3871733248233795,0.921875
39,0.03332390636205673,0.991365373134613,0.17185115814208984,0.984375
